duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,Target
352520,8,1,4,0.136,0.488,0.555,0,0.114,-6.777,0.0271,0.202,143.886,0
300840,10,0,4,0.659,0.625,0.533,0.00266,0.0546,-11.903,0.0596,0.139,108.296,1
219320,10,1,4,0.0000624,0.474,0.984,0.946,0.111,-5.112,0.12,0.108,107.935,0
280360,4,1,4,0.393,0.85,0.957,0.00292,0.0764,-3.991,0.113,0.609,123.589,1
299293,9,1,4,0.000004,0.379,0.882,0.724,0.17,-6.338,0.0439,0.463,86.782,1
207413,1,0,4,0.132,0.545,0.796,0,0.373,-4.075,0.048,0.307,109.9,0
141160,8,1,4,0.00473,0.568,0.758,0.865,0.133,-7.792,0.0576,0.781,129.826,0
241790,11,0,4,0.173,0.87,0.629,0,0.101,-7.598,0.279,0.512,134.944,0
336760,7,1,4,0.94,0.415,0.132,0.137,0.113,-18.839,0.0353,0.122,169.006,1
179453,11,0,4,0.0106,0.473,0.735,0,0.266,-6.131,0.0498,0.65,77.273,1
254653,2,0,4,0.172,0.734,0.654,0.0000226,0.321,-7.34,0.0301,0.703,105.473,0
307067,10,0,4,0.00000165,0.339,0.97,0.893,0.103,-6.497,0.14,0.481,96.504,0
112707,2,1,3,0.534,0.241,0.468,0,0.161,-9.579,0.0272,0.451,91.581,1
392200,10,0,4,0.00151,0.544,0.732,0.27,0.111,-6.658,0.0366,0.236,113.001,0
240187,1,1,4,0.656,0.531,0.322,0.0000011,0.112,-8.824,0.0265,0.309,81.986,1
391376,2,1,4,0.00574,0.579,0.508,0.000494,0.0575,-9.484,0.027,0.609,147.125,1
172747,1,1,4,0.0836,0.762,0.816,0,0.0484,-5.671,0.0963,0.678,101.955,0
215253,7,1,4,0.0145,0.716,0.972,0.0000322,0.317,-2.302,0.196,0.576,110.026,0
218440,5,1,4,0.439,0.817,0.585,0,0.147,-4.688,0.0301,0.916,105.014,1
143332,0,1,4,0.229,0.62,0.646,0.482,0.585,-11.361,0.0287,0.92,120.294,0
97907,0,1,4,0.915,0.465,0.152,0,0.363,-14.394,0.0446,0.401,120.696,0
225750,5,1,4,0.000522,0.303,0.954,0.554,0.354,-4.635,0.139,0.265,119.878,0
222400,10,0,4,0.162,0.692,0.836,0,0.0905,-6.433,0.0517,0.953,174.493,1
348560,9,1,3,0.63,0.393,0.416,0.00791,0.986,-13.243,0.0401,0.512,163.604,1
188174,0,1,4,0.011,0.735,0.423,0,0.0553,-6.652,0.0459,0.851,85.899,1
116760,1,1,4,0.026,0.774,0.412,0,0.088,-8.619,0.378,0.38,139.943,0
273184,0,1,4,0.137,0.558,0.418,0,0.0965,-9.144,0.0291,0.385,125.97,0
252162,1,0,4,0.00991,0.672,0.441,0.0000067,0.109,-9.065,0.0268,0.429,115.059,1
203173,8,1,4,0.432,0.715,0.584,0.00000141,0.095,-8.231,0.0296,0.61,90.987,1
300293,0,0,4,0.243,0.538,0.864,0.00054,0.239,-5.928,0.0451,0.293,127.127,1
224693,2,1,4,0.0717,0.516,0.764,0,0.115,-6.223,0.0366,0.376,148.021,1
194481,2,0,4,0.958,0.207,0.102,0.0365,0.107,-20.306,0.0343,0.0403,89.222,1
301867,11,0,4,0.0103,0.34,0.812,0.626,0.263,-5.783,0.0299,0.724,219.446,1
236133,2,1,4,0.0451,0.488,0.896,0.477,0.229,-8.068,0.107,0.671,145.8,1
241013,10,1,4,0.87,0.309,0.181,0.000279,0.118,-17.022,0.0337,0.146,124.711,1
245493,3,1,4,0.225,0.6,0.663,0,0.119,-5.802,0.0477,0.286,121.07,1
365196,0,1,4,0.00117,0.806,0.766,0.711,0.0193,-12.517,0.0912,0.738,127.008,0
229080,1,0,4,0.025,0.764,0.949,0.0265,0.197,-2.824,0.0529,0.509,87.982,1
365333,0,0,4,0.000077,0.474,0.975,0.038,0.333,-4.365,0.143,0.109,134.958,0
256880,3,1,4,0.00328,0.635,0.435,0.00000678,0.071,-7.521,0.031,0.459,76.098,1
206413,7,1,4,0.000972,0.707,0.924,0.00703,0.204,-2.842,0.031,0.919,127.937,1
262353,0,1,4,0.807,0.718,0.445,0.00000715,0.0773,-10.006,0.0356,0.498,112.417,0
529547,1,1,4,0.0000128,0.367,0.975,0.0013,0.12,-5.797,0.069,0.372,150.038,0
168750,1,1,3,0.000844,0.29,0.629,0.000728,0.107,-7.052,0.0637,0.289,179.797,1
310733,4,1,3,0.837,0.451,0.222,0.63,0.0978,-15.508,0.0285,0.179,138.943,1
261707,1,1,4,0.0243,0.669,0.698,0,0.0782,-7.971,0.0713,0.6,83.987,1
266600,9,1,4,0.164,0.41,0.675,0.000396,0.103,-9.033,0.0569,0.566,128.495,1
218440,0,1,4,0.0281,0.646,0.876,0,0.384,-1.33,0.0392,0.572,138.897,0
207760,1,1,4,0.000215,0.566,0.924,0.836,0.258,-5.254,0.0755,0.18,100.03,0
247227,11,0,4,0.744,0.465,0.403,0.000667,0.0777,-8.895,0.0755,0.0687,74.95,1
189800,8,1,1,0.496,0.705,0.452,0,0.327,-18.55,0.941,0.687,86.513,0
411290,2,1,4,0.00236,0.803,0.849,0.828,0.0778,-8.924,0.0479,0.1,123.994,0
214027,4,0,4,0.134,0.536,0.696,0.00000317,0.287,-6.818,0.0365,0.683,117.179,1
38906,1,1,4,0.833,0.557,0.714,0,0.253,-3.969,0.246,0.946,133.257,0
245360,1,1,1,0.00027,0.223,0.882,0.858,0.385,-4.991,0.0672,0.118,137.986,0
232160,4,1,4,0.00272,0.578,0.805,0.000369,0.174,-6.401,0.0258,0.68,126.354,1
198333,1,1,4,0.00107,0.527,0.834,0.000102,0.0993,-5.531,0.0447,0.422,110.065,1
157010,7,1,4,0.0000203,0.55,0.954,0.892,0.571,-5.816,0.0774,0.351,99.02,0
243600,9,1,4,0.00405,0.547,0.754,0.0235,0.109,-9.057,0.0384,0.801,154.661,1
192893,1,1,4,0.183,0.564,0.675,0.000371,0.347,-8.035,0.0394,0.544,108.072,1
234969,11,1,3,0.837,0.178,0.461,0.0187,0.133,-7.479,0.0312,0.135,180.28,1
113795,7,1,4,0.991,0.601,0.023,0.901,0.131,-23.649,0.0527,0.0633,67.732,1
138479,0,1,4,0.278,0.562,0.566,0,0.109,-11.592,0.436,0.196,139.663,0
273869,1,1,4,0.0000216,0.453,0.98,0.0203,0.188,-3.394,0.0715,0.132,107.929,0
286187,7,1,4,0.000257,0.296,0.934,0.00000169,0.225,-2.205,0.0789,0.421,136.266,0
117029,1,1,4,0.461,0.703,0.304,0.000241,0.193,-16.119,0.953,0.388,134.276,0
139079,0,0,4,0.437,0.647,0.437,0.000258,0.106,-11.857,0.431,0.259,160.031,0
196027,5,1,4,0.00833,0.493,0.871,0.0000235,0.24,-3.062,0.036,0.744,100.925,1
210235,7,0,4,0.131,0.691,0.706,0.0737,0.214,-7.22,0.0353,0.578,150.069,0
292581,10,0,4,0.00178,0.394,0.944,0.00000454,0.298,-6.506,0.0761,0.265,105.338,1
216413,7,1,4,0.143,0.824,0.496,0,0.0606,-5.713,0.164,0.864,83.365,0
184128,2,0,4,0.0775,0.661,0.656,0,0.169,-10.486,0.145,0.717,150.049,0
280760,1,1,3,0.017,0.506,0.875,0.00000732,0.167,-6.264,0.0478,0.306,130.009,0
482440,11,1,4,0.00000222,0.253,0.925,0.446,0.0672,-6.156,0.113,0.259,116.703,0
283380,5,1,4,0.0000235,0.414,0.827,0.634,0.359,-4.871,0.0518,0.155,123.992,0
176592,0,1,4,0.000614,0.505,0.911,0.00037,0.15,-4.145,0.0739,0.645,199.951,1
207437,0,0,4,0.461,0.609,0.792,0,0.0855,-3.912,0.0703,0.632,100.046,0
224492,9,0,4,0.569,0.255,0.516,0.00469,0.406,-10.871,0.0471,0.128,123.697,1
132669,9,1,4,0.000267,0.495,0.782,0.736,0.54,-4.694,0.0315,0.451,116.114,1
115507,4,0,3,0.00921,0.418,0.346,0.132,0.115,-20.503,0.0819,0.0708,110.163,0
186972,1,1,3,0.753,0.659,0.263,0,0.244,-19.991,0.96,0.558,91.646,0
503200,0,0,4,0.734,0.09,0.117,0.877,0.101,-19.816,0.045,0.0376,82.297,1
212208,0,1,4,0.00581,0.738,0.455,0.839,0.125,-11.481,0.0749,0.621,89.997,0
240813,7,1,4,0.095,0.596,0.42,0.245,0.252,-12.9,0.0256,0.326,107.089,1
239200,8,1,4,0.0969,0.722,0.544,0,0.0836,-5.924,0.075,0.805,83.789,0
256533,7,1,4,0.233,0.675,0.562,0,0.0816,-7.678,0.0352,0.309,130.098,1
169280,2,0,3,0.000438,0.262,0.887,0.0114,0.319,-6.176,0.0875,0.0954,135.64,0
217107,9,1,4,0.619,0.389,0.476,0.0000509,0.255,-9.342,0.0316,0.566,148.117,1
206167,2,1,4,0.0317,0.699,0.529,0.0000359,0.285,-7.548,0.0487,0.121,119.987,1
254227,2,1,4,0.0379,0.551,0.693,0,0.0441,-6.074,0.0421,0.371,140.92,0
168406,4,0,4,0.0000452,0.412,0.658,0.000774,0.176,-12.051,0.0708,0.454,163.071,1
336000,6,1,4,0.00744,0.738,0.639,0.861,0.109,-10.638,0.0567,0.0401,139.996,0
175267,9,1,4,0.282,0.514,0.942,0.000066,0.17,-8.433,0.0502,0.912,159.847,1
135267,10,1,3,0.989,0.336,0.249,0.00409,0.101,-13.774,0.0521,0.0399,83.099,0
227347,10,0,4,0.0722,0.66,0.881,0.000034,0.362,-6.119,0.0849,0.586,120.017,1
192427,0,0,4,0.0407,0.636,0.873,0.00000127,0.0372,-4.672,0.071,0.908,165.071,1
172196,7,1,4,0.0262,0.648,0.796,0,0.116,-5.543,0.0322,0.769,104.009,0
256507,0,1,4,0.0879,0.568,0.685,0,0.188,-4.627,0.0256,0.446,104.988,0
244067,2,0,4,0.0674,0.566,0.92,0,0.314,-1.896,0.0638,0.562,147.007,0
153600,2,1,4,0.000706,0.452,0.928,0.000637,0.226,-3.133,0.079,0.6,129.188,1
281453,9,1,4,0.209,0.347,0.803,0.00000436,0.116,-4.923,0.0416,0.672,85.362,1
185368,4,1,4,0.0000124,0.378,0.944,0.0000034,0.153,-6.517,0.0541,0.614,100.206,1
407440,1,1,4,0.334,0.458,0.446,0.00000628,0.195,-8.82,0.0279,0.159,130.062,1
130821,1,1,3,0.985,0.173,0.000689,0.754,0.111,-44.452,0.0474,0.0307,66.429,0
278640,0,1,4,0.0417,0.668,0.886,0,0.459,-3.474,0.117,0.503,142.002,1
394173,10,0,4,0.000505,0.256,0.986,0.0000514,0.311,-3.381,0.202,0.0825,112.438,0
214148,9,1,4,0.0755,0.679,0.715,0,0.271,-6.383,0.0407,0.571,127.435,1
397707,9,1,1,0.00000776,0.117,0.976,0.787,0.0839,-6.008,0.124,0.118,80.044,0
200147,7,0,3,0.255,0.7,0.44,0,0.126,-6.109,0.0293,0.754,120.02,0
270360,5,1,4,0.211,0.615,0.819,0.00000113,0.218,-6.019,0.0314,0.823,134.987,0
220627,6,1,4,0.637,0.646,0.431,0.00000699,0.113,-8.517,0.0262,0.292,90.034,1
223840,11,1,4,0.00141,0.775,0.479,0.0000346,0.0736,-7.325,0.0628,0.497,81.858,0
103718,1,1,4,0.737,0.592,0.528,0.184,0.116,-11.712,0.254,0.866,175.799,0
226653,4,1,4,0.258,0.73,0.487,0.01,0.0852,-10.991,0.0303,0.731,114.965,1
243040,0,1,3,0.271,0.651,0.596,0,0.217,-5.212,0.0567,0.478,115.349,0
240453,9,1,4,0.00585,0.551,0.865,0,0.14,-5.005,0.0399,0.244,112.486,1
292013,9,0,4,0.638,0.842,0.384,0.000487,0.0998,-11.384,0.0353,0.604,84.026,1
308800,4,0,4,0.369,0.213,0.634,0.00199,0.359,-12.967,0.0596,0.354,174.443,1
219827,9,1,4,0.000603,0.489,0.649,0.713,0.101,-5.11,0.0336,0.77,158.009,1
179747,1,1,4,0.00228,0.487,0.937,0.0000234,0.136,-2.972,0.0555,0.617,101.959,0
228320,1,1,4,0.000643,0.598,0.743,0,0.112,-6.163,0.0307,0.533,110.337,1
235280,2,1,4,0.157,0.618,0.736,0,0.073,-3.937,0.0308,0.307,118.982,1
132053,7,0,1,0.429,0.806,0.71,0.00000508,0.073,-3.684,0.05,0.892,128.006,0
153483,7,0,4,0.994,0.807,0.15,0.943,0.108,-23.434,0.0477,0.508,96.985,1
354653,0,1,4,0.663,0.813,0.52,0.316,0.114,-10.327,0.0761,0.827,113.672,0
219560,5,0,4,0.00216,0.616,0.85,0.0667,0.181,-5.419,0.058,0.47,142.841,1
202069,5,0,4,0.0508,0.598,0.48,0.867,0.089,-12.478,0.0409,0.0357,124.007,1
218440,6,0,4,0.0266,0.608,0.73,0,0.0565,-8.698,0.0291,0.614,120.601,1
247040,7,1,4,0.00312,0.288,0.555,0.0513,0.27,-7.431,0.0401,0.307,158.699,1
227867,9,0,4,0.843,0.389,0.179,0.0000112,0.0866,-17.016,0.0331,0.292,79.105,1
179333,4,1,4,0.295,0.817,0.776,0,0.824,-4.113,0.103,0.897,89.99,0
227720,9,1,4,0.534,0.451,0.76,0.843,0.326,-4.195,0.0358,0.417,121.737,1
139853,5,0,4,0.000342,0.68,0.686,0.871,0.0718,-8.121,0.0757,0.31,129.98,0
338373,7,0,4,0.0000564,0.523,0.979,0.875,0.163,-5.263,0.0679,0.155,119.99,0
263920,7,1,4,0.153,0.608,0.876,0.0000371,0.04,-4.93,0.0302,0.794,101.01,0
423840,1,1,4,0.577,0.404,0.902,0.297,0.287,-3.88,0.0665,0.497,115.669,1
191707,6,0,4,0.000715,0.561,0.741,0.000014,0.0822,-4.239,0.0419,0.776,139.001,1
204360,0,1,3,0.000643,0.407,0.863,0.591,0.128,-7.968,0.0704,0.519,113.98,0
286653,2,1,4,0.000254,0.569,0.872,0.144,0.283,-7.566,0.0314,0.661,95.16,1
209159,8,1,4,0.0195,0.65,0.698,0.00000189,0.261,-5.663,0.0607,0.222,130.038,1
148187,0,1,4,0.869,0.664,0.307,0.458,0.107,-10.14,0.0325,0.193,128.029,1
200080,6,1,4,0.0158,0.891,0.486,0.00000378,0.0925,-7.803,0.159,0.239,125.01,1
234136,6,1,3,0.0000135,0.368,0.848,0.851,0.446,-3.197,0.111,0.127,110.088,0
314440,2,1,4,0.00214,0.479,0.588,0.709,0.319,-10.773,0.0339,0.305,177.014,1
314571,2,1,4,0.000951,0.572,0.884,0.37,0.0548,-3.988,0.0344,0.452,139.962,0
231120,11,1,4,0.0823,0.741,0.878,0.00171,0.275,-4.535,0.0322,0.851,124.996,0
340200,1,0,4,0.0131,0.472,0.652,0.0000112,0.14,-10.171,0.0305,0.401,140.124,1
265893,0,1,4,0.0349,0.457,0.82,0,0.346,-5.964,0.0615,0.355,143.854,0
227693,2,1,4,0.294,0.718,0.874,0,0.326,-5.182,0.127,0.567,130.024,0
239467,1,0,3,0.000134,0.467,0.936,0.325,0.167,-5.962,0.0401,0.555,150.189,1
270400,1,1,3,0.949,0.532,0.0744,0.0000122,0.106,-16.092,0.0355,0.125,117.131,1
146840,2,0,3,0.0994,0.79,0.688,0,0.111,-5.476,0.0319,0.816,97.486,0
208253,10,0,4,0.00348,0.461,0.89,0,0.0953,-5.167,0.0628,0.597,155.05,1
205293,6,1,4,0.0734,0.407,0.834,0.00021,0.241,-9.224,0.208,0.71,121.38,1
271640,11,0,4,0.393,0.704,0.634,0.0000317,0.0952,-7.374,0.0428,0.411,113.927,1
259693,4,0,4,0.11,0.786,0.931,0,0.339,-3.802,0.219,0.562,116.001,0
365306,10,1,4,0.273,0.65,0.733,0.658,0.489,-10.848,0.0366,0.555,99.512,0
290000,6,1,4,0.00381,0.456,0.911,0,0.315,-4.969,0.0608,0.652,94.997,0
226173,2,1,4,0.00327,0.594,0.806,0.0167,0.303,-6.387,0.0301,0.323,115.004,0
240213,4,1,4,0.000436,0.55,0.874,0.0000102,0.206,-4.046,0.0321,0.318,121.61,1
175976,0,1,4,0.51,0.912,0.532,0.000533,0.157,-6.176,0.0887,0.809,145.925,0
250627,10,1,4,0.02,0.378,0.638,0.0000766,0.0849,-5.576,0.075,0.735,184.086,1
144773,11,1,4,0.668,0.755,0.647,0.0521,0.102,-8.56,0.0401,0.785,115.965,0
280267,8,1,4,0.74,0.46,0.583,0.886,0.102,-8.867,0.0406,0.885,131.81,0
216813,7,1,4,0.0974,0.726,0.702,0.0000346,0.239,-10.757,0.032,0.931,109.114,1
219467,4,1,4,0.151,0.851,0.551,0,0.0827,-5.177,0.0396,0.807,131.922,1
194599,7,0,3,0.875,0.322,0.185,0.143,0.171,-11.958,0.0341,0.148,157.787,1
238985,6,0,4,0.00826,0.539,0.945,0.0225,0.196,-5.064,0.0608,0.643,140.059,0
247240,7,1,4,0.363,0.581,0.574,0.000902,0.107,-9.298,0.0405,0.853,76.915,1
253241,4,1,4,0.00000261,0.347,0.994,0.21,0.39,-4.403,0.244,0.199,185.108,0
193373,0,1,4,0.0221,0.624,0.899,0.000137,0.0975,-5.709,0.0296,0.79,104.061,1
213173,0,1,4,0.006,0.464,0.797,0.000304,0.392,-5.244,0.0333,0.547,129.964,1
220667,11,1,4,0.166,0.552,0.792,0,0.0625,-6.899,0.0742,0.741,95.061,0
239894,2,0,4,0.00453,0.495,0.894,0.000596,0.103,-4.814,0.0441,0.213,126.03,1
132414,7,0,4,0.106,0.581,0.95,0.935,0.165,-9.295,0.0355,0.774,144.974,0
243696,0,1,4,0.56,0.702,0.874,0,0.102,-6.512,0.0522,0.385,135.023,0
229000,9,1,4,0.856,0.472,0.371,0.944,0.111,-15.569,0.03,0.0802,84.939,1
197558,2,1,3,0.467,0.621,0.28,0,0.108,-12.056,0.952,0.326,67.949,0
506153,9,1,3,0.987,0.32,0.138,0.852,0.0619,-21.112,0.0658,0.256,74.206,0
514413,7,0,3,0.602,0.333,0.445,0.494,0.0783,-12.612,0.0335,0.352,131.102,0
240048,7,1,4,0.685,0.844,0.658,0,0.095,-7.155,0.198,0.605,94.997,0
376520,9,1,4,0.834,0.588,0.37,0.00000207,0.375,-10.291,0.579,0.657,98.876,0
291686,7,1,4,0.0603,0.655,0.606,0.0789,0.0757,-10.385,0.0285,0.765,110.061,1
205533,5,1,4,0.356,0.719,0.556,0,0.23,-4.425,0.0267,0.577,95.11,0
196280,9,1,4,0.603,0.697,0.474,0,0.11,-6.663,0.0351,0.249,127.904,1
202173,2,1,3,0.584,0.405,0.21,0,0.139,-13.214,0.0279,0.174,100.577,1
259827,9,0,4,0.461,0.703,0.58,0.0000274,0.518,-8.611,0.0282,0.896,119.855,1
162716,7,1,4,0.0215,0.824,0.866,0.247,0.322,-6.19,0.131,0.6,109.993,0
213600,7,0,4,0.0196,0.386,0.958,0.00158,0.23,-1.778,0.2,0.487,150.114,0
148047,3,1,4,0.0604,0.611,0.738,0,0.062,-5.949,0.0608,0.747,131.991,1
237640,7,1,4,0.242,0.405,0.868,0,0.177,-3.027,0.0792,0.578,170.05,0
219697,0,0,4,0.639,0.541,0.623,0.634,0.111,-9.39,0.0401,0.596,130.171,0
1026067,1,0,4,0.601,0.625,0.298,0,0.517,-13.99,0.955,0.328,169.827,0
191912,3,1,4,0.000109,0.146,0.786,0.957,0.339,-4.249,0.0835,0.203,137.071,0
272653,5,0,4,0.00252,0.568,0.946,0,0.0941,-2.359,0.0595,0.34,94.011,0
237106,1,1,4,0.572,0.802,0.488,0.0598,0.0763,-9.304,0.0813,0.624,95.77,1
466791,0,1,4,0.115,0.734,0.738,0.0001,0.255,-5.747,0.045,0.915,126.7,0
288733,6,1,4,0.501,0.516,0.549,0.00572,0.184,-13.741,0.0373,0.907,176.941,1
170746,0,0,4,0.219,0.696,0.879,0,0.0703,-2.786,0.0571,0.666,119.98,0
148715,9,0,4,0.333,0.67,0.424,0,0.112,-14.297,0.292,0.743,77.685,0
213504,6,1,3,0.452,0.531,0.0625,0.787,0.339,-35.672,0.0328,0.576,132.051,0
115264,5,1,4,0.891,0.607,0.141,0.866,0.119,-19.565,0.0366,0.449,75.032,0
377311,5,1,4,0.896,0.0883,0.139,0.918,0.0984,-18.701,0.0399,0.0329,85.175,1
178000,7,1,3,0.945,0.378,0.33,0.96,0.1,-10.943,0.044,0.426,91.263,0
132441,11,1,4,0.102,0.732,0.583,0,0.397,-9.78,0.348,0.503,160.024,0
258827,2,0,4,0.0208,0.583,0.786,0,0.188,-3.142,0.0301,0.573,123.055,1
207773,7,1,3,0.00000228,0.245,0.983,0.811,0.658,-7.314,0.124,0.276,129.996,0
242279,0,0,4,0.206,0.573,0.95,0,0.358,-3.293,0.0556,0.515,157.926,0
336079,1,1,4,0.000342,0.622,0.853,0.0699,0.499,-4.342,0.0409,0.0865,140.156,0
294827,0,1,4,0.00164,0.504,0.918,0.0000212,0.78,-3.463,0.0517,0.539,92.031,1
406987,1,0,4,0.000872,0.55,0.941,0.0854,0.101,-5.721,0.0413,0.746,95.409,1
263760,9,1,4,0.554,0.698,0.632,0,0.118,-6.508,0.0247,0.458,102.408,1
516413,4,0,4,0.213,0.534,0.749,0.293,0.374,-11.682,0.0393,0.632,117.904,1
212627,6,1,4,0.0291,0.589,0.651,0.0000032,0.111,-5.097,0.0306,0.166,90.011,1
183000,11,0,4,0.00175,0.74,0.989,0.55,0.287,-3.837,0.0374,0.974,139.965,0
201600,8,0,4,0.668,0.502,0.433,0.002,0.167,-14.619,0.0339,0.566,103.467,0
212253,1,0,4,0.0266,0.733,0.795,0.000948,0.083,-7.224,0.0249,0.892,109.122,1
245538,8,0,4,0.00797,0.546,0.703,0.000327,0.175,-3.139,0.123,0.196,129.868,1
170269,9,0,4,0.052,0.798,0.476,0.00145,0.0948,-11.357,0.0678,0.236,119.979,0
491560,4,0,4,0.0214,0.259,0.915,0.892,0.166,-10.531,0.0989,0.378,129.748,0
165067,4,1,4,0.00164,0.661,0.407,0.0241,0.0987,-14.111,0.0334,0.497,125.644,1
219747,5,0,4,0.0534,0.613,0.684,0,0.0662,-6.488,0.104,0.399,97.028,1
202000,0,1,4,0.00149,0.532,0.984,0.00309,0.0805,-2.653,0.265,0.325,142.939,0
280516,5,0,4,0.566,0.64,0.751,0.938,0.0942,-8.391,0.0414,0.531,111.945,0
111833,2,1,1,0.489,0.72,0.31,0,0.332,-18.295,0.95,0.724,77.338,0
338292,7,1,4,0.365,0.569,0.751,0.856,0.0561,-12.826,0.0418,0.758,105.156,0
251653,1,1,4,0.000239,0.326,0.845,0.00781,0.292,-4.696,0.161,0.133,120.14,0
173000,11,0,4,0.00174,0.54,0.954,0.839,0.128,-7.135,0.0619,0.671,95.03,0
196427,2,1,4,0.0000581,0.229,0.905,0.934,0.367,-6.434,0.0698,0.177,92.239,0
190333,7,1,3,0.107,0.193,0.498,0.00711,0.332,-9.901,0.0381,0.344,205.422,1
193000,4,1,4,0.000242,0.606,0.887,0,0.337,-4.404,0.0598,0.903,119.974,1
160907,0,1,4,0.853,0.293,0.206,0.00000151,0.103,-15.785,0.0341,0.191,125.694,1
211151,2,1,4,0.0000551,0.209,0.951,0.911,0.161,-7.528,0.195,0.0891,91.384,0
247960,10,1,4,0.0886,0.641,0.885,0,0.293,-3.046,0.0403,0.866,101.99,0
221980,7,0,4,0.181,0.767,0.438,0,0.142,-8.726,0.29,0.381,86.975,0
248662,6,1,4,0.000547,0.497,0.697,0.018,0.106,-5.37,0.0338,0.285,141.971,0
253400,11,0,4,0.0000237,0.533,0.923,0.00007,0.0603,-4.774,0.052,0.536,100.057,0
94200,2,0,3,0.895,0.164,0.244,0.327,0.296,-12.804,0.0337,0.0342,87.235,1
242413,9,1,4,0.0641,0.572,0.83,0.0254,0.216,-5.37,0.0289,0.486,102.982,0
151360,2,1,4,0.903,0.566,0.64,0.474,0.134,-7.88,0.0249,0.332,133.53,0
175040,2,1,4,0.843,0.488,0.0629,0.406,0.133,-21.524,0.0342,0.175,104.311,1
425653,10,1,4,0.0112,0.386,0.607,0.0000138,0.088,-7.7,0.0261,0.532,147.207,1
207300,10,1,3,0.626,0.628,0.169,0,0.259,-15.816,0.962,0.335,168.801,0
232800,8,0,4,0.464,0.749,0.546,0.00191,0.126,-7.217,0.103,0.454,105.232,1
276297,5,1,4,0.0272,0.663,0.674,0.000171,0.329,-8.498,0.0272,0.645,120.996,0
265519,7,1,4,0.0917,0.5,0.559,0,0.0919,-7.578,0.0328,0.262,129.887,0
248933,4,0,4,0.00151,0.795,0.596,0.801,0.0822,-6.699,0.0404,0.157,139.977,0
295973,7,1,3,0.891,0.275,0.19,0.000239,0.107,-12.314,0.0332,0.0659,79.585,1
215012,10,1,4,0.279,0.532,0.462,0.196,0.101,-10.71,0.03,0.485,80.001,1
208427,0,1,4,0.615,0.513,0.495,0,0.188,-7.511,0.133,0.305,131.467,1
450147,4,0,4,0,0.226,0.959,0.661,0.283,-6.946,0.0798,0.158,120.215,0
201434,5,1,4,0.212,0.794,0.493,0.0133,0.13,-7.257,0.0563,0.626,92.026,1
293846,3,0,4,0.000285,0.474,0.944,0.00903,0.0583,-4.123,0.0469,0.126,120.008,0
228400,7,1,3,0.989,0.326,0.0537,0.913,0.139,-28.153,0.038,0.353,66.007,1
102427,5,1,3,0.000291,0.432,0.643,0.0139,0.66,-6.485,0.0359,0.311,128.052,1
128840,7,1,4,0.753,0.723,0.69,0,0.15,-6.113,0.0431,0.925,80.038,0
229093,1,0,4,0.0686,0.548,0.72,0.000232,0.107,-9.777,0.0409,0.458,140.966,1
200467,4,1,4,0.0764,0.686,0.783,0,0.163,-4.977,0.119,0.814,99.978,1
220880,8,1,4,0.566,0.74,0.558,0,0.112,-8.115,0.102,0.421,140.057,1
199866,9,1,3,0.911,0.45,0.067,0.924,0.0983,-28.303,0.059,0.273,164.209,1
441571,4,1,4,0.000695,0.744,0.778,0.626,0.0703,-10.209,0.0499,0.267,129.996,0
305707,4,1,4,0.0000082,0.522,0.801,0.0685,0.174,-3.641,0.0301,0.197,112.445,1
205733,2,1,4,0.654,0.529,0.343,0.0000597,0.121,-16.192,0.044,0.661,153.466,1
171073,1,0,3,0.621,0.716,0.179,0,0.305,-22.424,0.942,0.339,114.446,0
216747,5,0,4,0.0444,0.805,0.711,0,0.0692,-7.044,0.0381,0.961,97.006,0
220926,0,1,4,0.322,0.556,0.259,0.831,0.101,-12.81,0.03,0.124,107.947,0
168885,11,1,4,0.0227,0.626,0.619,0.0000236,0.185,-7.246,0.0263,0.251,120.045,1
258093,7,1,4,0.00106,0.581,0.935,0.108,0.187,-5.482,0.0652,0.306,95.002,0
72000,7,1,4,0.00126,0.546,0.781,0.00000441,0.149,-9.581,0.0596,0.288,136.924,1
290125,9,0,4,0.000207,0.279,0.925,0.209,0.431,-4.53,0.108,0.281,95.08,0
215840,6,0,4,0.141,0.844,0.83,0.0253,0.0444,-6.859,0.0456,0.971,130.179,1
185699,2,0,4,0.968,0.142,0.176,0.895,0.0791,-13.881,0.0364,0.049,97.128,1
247200,5,0,4,0.0599,0.542,0.938,0.00000269,0.114,-2.725,0.0505,0.472,124.981,0
261413,2,1,4,0.0708,0.721,0.521,0.00545,0.127,-8.123,0.0613,0.942,123.118,1
265173,1,0,4,0.39,0.783,0.878,0.000778,0.0426,-3.864,0.0308,0.885,100.626,1
246956,11,0,4,0.0758,0.777,0.434,0.892,0.18,-8.24,0.0524,0.428,143.014,0
204347,1,1,4,0.0181,0.84,0.744,0,0.629,-4.751,0.113,0.171,83.737,0
223893,10,1,4,0.000196,0.213,0.981,0,0.312,-2.253,0.192,0.367,142.209,0
600560,0,1,4,0.772,0.118,0.0994,0.237,0.112,-16.091,0.0412,0.0824,67.188,0
160000,2,1,4,0.629,0.509,0.591,0.814,0.111,-12.26,0.0284,0.278,89.969,0
178160,4,0,4,0.792,0.805,0.307,0.612,0.373,-14.281,0.0463,0.547,115.014,1
