duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,Target
177600,10,1,4,0.0259,0.379,0.822,0,0.115,-5.258,0.104,0.503,166.854,1
193125,0,0,4,0.277,0.765,0.602,0,0.106,-8.412,0.154,0.59,96.007,0
129973,2,1,4,0.39,0.659,0.611,0,0.267,-11.589,0.0427,0.799,109.925,0
227560,1,0,4,0.00212,0.656,0.692,0.00305,0.128,-6.145,0.0563,0.693,128.016,1
302120,7,1,4,0.188,0.298,0.704,0.000488,0.777,-9.905,0.0366,0.655,95.023,1
208563,9,1,4,0.0157,0.709,0.613,0,0.0554,-9.381,0.321,0.523,95.032,1
157960,8,0,4,0.164,0.967,0.95,0,0.0495,-2.491,0.102,0.774,119.968,0
190240,0,1,4,0.993,0.469,0.0218,0.94,0.0732,-30.371,0.0479,0.313,122.384,0
302640,0,1,4,0.177,0.291,0.313,0.000552,0.0828,-16.17,0.0347,0.341,77.893,1
347427,0,0,4,0.385,0.484,0.43,0.529,0.118,-10.113,0.0432,0.331,73.458,0
435533,7,0,5,0.126,0.365,0.552,0.941,0.0403,-10.625,0.045,0.362,109.597,0
398851,9,1,4,0.662,0.275,0.554,0.902,0.111,-11.168,0.0341,0.0946,123.459,1
413618,6,0,4,0.0401,0.336,0.832,0.109,0.963,-6.365,0.0507,0.389,133.984,0
224000,4,0,3,0.0717,0.509,0.637,0.0000108,0.0789,-4.83,0.0471,0.378,172.006,1
200373,11,1,4,0.0395,0.731,0.867,0,0.0861,-5.881,0.032,0.776,104.019,1
177827,4,1,4,0.939,0.635,0.252,0.211,0.0936,-13.952,0.0385,0.374,94.009,0
208453,2,1,4,0.000541,0.527,0.923,0.765,0.127,-7.458,0.0379,0.899,146.924,1
237653,7,1,4,0.00366,0.533,0.889,0.0593,0.338,-4.566,0.0362,0.579,124.768,1
188827,8,1,4,0.0666,0.784,0.757,0,0.267,-6.783,0.0396,0.605,103.005,0
120365,7,1,4,0.769,0.902,0.516,0.673,0.0804,-11.144,0.0411,0.75,120.018,0
278000,3,1,4,0.000836,0.376,0.89,0.00151,0.152,-4.286,0.0852,0.296,140.677,1
205822,7,0,4,0.441,0.803,0.6,0,0.112,-7.039,0.259,0.399,95.075,0
370560,9,1,4,0.00831,0.602,0.573,0.000279,0.107,-9.009,0.0561,0.664,128.876,0
267653,4,1,3,0.144,0.452,0.563,0,0.143,-6.607,0.0272,0.209,137.715,1
170000,0,1,4,0.0025,0.462,0.96,0.707,0.387,-7.918,0.0547,0.677,127.816,0
195453,2,1,4,0.192,0.74,0.417,0.00000843,0.225,-5.713,0.038,0.607,125.832,0
149880,7,1,4,0.251,0.513,0.396,0.177,0.11,-13.061,0.0299,0.229,140.208,1
157537,7,1,3,0.042,0.42,0.965,0,0.161,-2.637,0.399,0.653,87.314,0
218211,9,0,4,0.777,0.762,0.503,0.17,0.115,-9.397,0.0308,0.558,96.999,1
211128,5,0,4,0.265,0.542,0.597,0.00000532,0.124,-7.837,0.154,0.498,133.197,0
246973,5,1,4,0.0276,0.519,0.512,0.0000878,0.0976,-7.986,0.0282,0.441,138.596,1
427333,4,1,4,0.189,0.528,0.447,0,0.0745,-15.255,0.0435,0.292,72.58,1
247360,8,1,4,0.00462,0.787,0.889,0.423,0.0665,-3.786,0.0397,0.394,114.091,1
216933,9,1,4,0.000424,0.123,0.875,0.878,0.205,-3.982,0.0652,0.276,154.408,0
159596,0,0,3,0.000202,0.235,0.985,0.0124,0.384,-3.901,0.214,0.0843,99.576,0
554709,4,0,4,0.00000756,0.149,0.988,0.724,0.109,-7.201,0.0909,0.0392,140.041,0
288467,0,1,4,0.000376,0.315,0.889,0.00241,0.133,-8.192,0.041,0.961,181.329,1
273667,3,1,4,0.984,0.442,0.00919,0.936,0.0873,-32.452,0.047,0.0929,79.314,1
163960,5,1,4,0.822,0.464,0.367,0,0.135,-7.757,0.0269,0.615,104.989,1
377747,9,1,4,0.581,0.668,0.672,0.00000109,0.0403,-10.79,0.3,0.613,115.767,1
207093,8,1,4,0.000219,0.265,0.819,0,0.334,-4.128,0.0664,0.375,164.061,0
301253,9,0,4,0.962,0.158,0.108,0.914,0.096,-17.656,0.0382,0.0394,86.202,1
192053,7,1,3,0.887,0.389,0.396,0,0.0828,-7.999,0.0332,0.585,171.86,1
190127,6,0,4,0.00248,0.435,0.832,0,0.303,-6.035,0.0345,0.806,97.851,0
225000,10,1,3,0.744,0.4,0.267,0.00734,0.103,-12.488,0.0323,0.0872,144.799,1
207160,6,0,4,0.0396,0.715,0.723,0.0000857,0.084,-5.993,0.0569,0.479,114.985,1
157707,4,1,3,0.282,0.106,0.184,0.702,0.0804,-23.434,0.0455,0.0355,76.073,1
198360,7,1,4,0.00586,0.45,0.848,0.000358,0.0764,-3.374,0.037,0.621,91.841,1
589095,0,0,4,0.903,0.273,0.102,0.721,0.268,-16.843,0.0494,0.0583,120.378,1
301133,4,1,4,0.413,0.486,0.241,0.0000351,0.0928,-17.337,0.0366,0.614,106.574,1
202093,9,0,4,0.356,0.575,0.555,0.00149,0.154,-12.528,0.0465,0.616,115.003,1
187293,1,1,4,0.112,0.688,0.919,0,0.567,-2.544,0.037,0.698,139.971,0
222093,4,1,4,0.191,0.538,0.679,0.00175,0.0889,-4.297,0.0333,0.0888,121.99,1
321987,0,1,4,0.215,0.77,0.664,0.000118,0.105,-5.604,0.211,0.472,140.163,1
232040,0,1,4,0.718,0.441,0.356,0.00000955,0.114,-10.822,0.0312,0.47,92.832,1
256000,9,0,4,0.00239,0.455,0.924,0,0.674,-5.232,0.0621,0.408,102.99,0
317412,11,1,4,0.0163,0.43,0.673,0,0.206,-7.901,0.0323,0.362,80.992,0
308173,7,0,4,0.00128,0.373,0.734,0.356,0.0868,-5.707,0.0658,0.0678,137.233,0
215440,2,1,4,0.000658,0.42,0.556,0.0214,0.0787,-9.561,0.0273,0.484,101.918,1
224880,0,1,4,0.883,0.502,0.156,0,0.0864,-9.155,0.0556,0.352,164.191,1
276187,0,1,4,0.245,0.392,0.534,0.00104,0.155,-8.793,0.0369,0.325,181.305,1
453453,5,0,4,0.752,0.49,0.678,0.881,0.1,-11.443,0.0445,0.699,126.418,0
221554,6,0,3,0.332,0.535,0.714,0.00000291,0.0806,-5.753,0.0329,0.458,100.059,0
138316,0,1,3,0.00592,0.271,0.882,0.0302,0.87,-5.108,0.241,0.114,92.222,0
208330,4,0,4,0.186,0.703,0.736,0.0000192,0.174,-5.709,0.046,0.274,119.955,1
101853,0,1,4,0.902,0.514,0.475,0.903,0.129,-9.473,0.0388,0.463,164.845,0
407652,10,0,4,0.304,0.576,0.286,0.916,0.124,-18.05,0.0414,0.308,103.057,0
154867,10,1,4,0.785,0.534,0.279,0,0.102,-13.868,0.0926,0.539,129.002,1
244787,7,1,4,0.0112,0.313,0.941,0,0.363,-1.741,0.133,0.35,178.061,0
151333,5,1,4,0.147,0.667,0.692,0.0000375,0.349,-8.361,0.0285,0.846,96.022,1
235545,0,1,4,0.568,0.851,0.541,0,0.13,-6.825,0.0505,0.448,124.959,1
214613,2,1,4,0.0223,0.725,0.746,0.0357,0.293,-7.785,0.0292,0.819,107.205,0
156933,7,1,4,0.39,0.739,0.554,0,0.0785,-5.668,0.0363,0.978,137.013,1
195760,8,1,4,0.378,0.445,0.68,0.000209,0.102,-11.338,0.0528,0.75,163.664,1
365093,7,1,4,0.276,0.406,0.713,0.00354,0.112,-5.49,0.0348,0.577,164.444,1
164813,9,1,4,0.237,0.626,0.816,0.0000018,0.104,-10.593,0.131,0.798,105.307,1
140962,6,1,4,0.668,0.822,0.371,0,0.202,-11.496,0.0461,0.671,125.041,1
242806,2,1,4,0.00763,0.542,0.876,0,0.0502,-4.278,0.0385,0.443,110.023,0
192053,2,1,4,0.00394,0.642,0.873,0,0.175,-5.821,0.0551,0.662,82.002,1
234547,9,1,4,0.0746,0.599,0.854,0,0.278,-5.429,0.0436,0.311,119.986,1
234867,9,1,4,0.492,0.721,0.558,0.00563,0.113,-8.8,0.0246,0.542,96.887,1
209633,8,0,4,0.00106,0.294,0.794,0.00138,0.121,-7.832,0.0773,0.48,157.631,0
211851,7,1,4,0.249,0.389,0.431,0,0.13,-8.061,0.0344,0.275,142.14,1
316827,11,0,4,0.0053,0.723,0.403,0.546,0.526,-7.35,0.0346,0.18,141.188,0
228640,9,0,4,0.541,0.677,0.415,0.0136,0.104,-9.869,0.0304,0.487,107.107,1
98700,1,1,3,0.927,0.712,0.254,0,0.175,-16.229,0.962,0.309,73.162,0
230133,0,1,4,0.164,0.62,0.963,0,0.0729,-2.472,0.0444,0.802,134.954,0
151035,1,1,3,0.643,0.696,0.179,0,0.132,-21.397,0.946,0.6,86.263,0
200217,8,0,4,0.0665,0.796,0.691,0.0000014,0.257,-7.399,0.149,0.667,96.968,0
250387,0,1,4,0.0799,0.797,0.642,0.0000119,0.371,-8.082,0.0725,0.667,113.999,1
282400,6,0,4,0.000331,0.413,0.942,0.013,0.0748,-6.082,0.158,0.369,125.865,0
214920,0,1,4,0.351,0.803,0.548,0,0.0953,-7.103,0.12,0.75,121.942,1
185333,8,0,4,0.0135,0.746,0.764,0,0.0769,-5.242,0.0535,0.734,141.99,0
148352,1,1,4,0.189,0.408,0.918,0.0000154,0.628,-3.959,0.162,0.756,110.09,0
248467,6,0,4,0.468,0.322,0.28,0.0000011,0.102,-9.367,0.0281,0.175,85.794,1
247613,3,0,4,0.000105,0.357,0.982,0.00000364,0.0222,-3.41,0.107,0.368,167.889,1
279027,4,0,4,0.0136,0.236,0.799,0,0.0948,-5.167,0.0939,0.303,208.951,1
232533,2,1,4,0.872,0.656,0.291,0,0.114,-10.572,0.0293,0.298,103.971,1
196821,1,0,4,0.0955,0.579,0.55,0,0.278,-9.413,0.0272,0.474,107.557,1
215400,1,0,4,0.343,0.697,0.828,0.0154,0.271,-8.796,0.0266,0.926,108.367,1
264413,4,1,4,0.00654,0.468,0.833,0.000332,0.326,-5.847,0.0324,0.884,131.248,1
184615,11,1,4,0.139,0.673,0.752,0.157,0.315,-11.521,0.178,0.679,130.239,0
129853,9,1,5,0.74,0.703,0.186,0,0.171,-15.362,0.133,0.658,117.802,0
200133,7,0,4,0.0000729,0.342,0.847,0.766,0.258,-7.343,0.108,0.334,164.912,0
467867,10,0,4,0.0306,0.564,0.573,0.00577,0.0587,-11.365,0.0326,0.7,137.778,1
297880,7,1,4,0.0043,0.46,0.653,0.00682,0.0695,-5.156,0.0264,0.375,76.073,1
220573,9,1,4,0.0141,0.583,0.695,0,0.0527,-5.336,0.0423,0.224,104.879,1
441560,0,0,4,0.00176,0.113,0.951,0.00718,0.334,-4.743,0.129,0.139,200.024,1
159240,11,0,4,0.00789,0.944,0.693,0,0.164,-8.605,0.266,0.626,134.061,0
129307,7,1,4,0.225,0.951,0.74,0,0.1,-6.257,0.0506,0.961,120.079,0
206132,6,1,4,0.893,0.604,0.302,0.00000236,0.129,-7.215,0.0355,0.5,93.292,0
236853,5,1,4,0.152,0.677,0.497,0,0.0911,-5.763,0.0809,0.419,99.137,1
187000,8,1,4,0.0447,0.677,0.802,0,0.19,-6.944,0.222,0.516,134.972,0
260276,7,1,4,0.000197,0.427,0.944,0.0159,0.0625,-2.885,0.0565,0.248,101.078,1
273347,0,1,4,0.161,0.684,0.618,0,0.102,-6.207,0.0321,0.369,109.919,0
341413,0,1,4,0.22,0.44,0.983,0,0.26,-4.36,0.0868,0.203,159.968,1
261947,9,1,3,0.00000358,0.404,0.925,0.0361,0.287,-4.565,0.0764,0.152,102.546,0
195230,9,0,4,0.566,0.611,0.63,0,0.237,-4.419,0.363,0.66,65.619,0
264281,1,1,4,0.524,0.669,0.447,0,0.167,-6.271,0.0305,0.17,141.808,0
221267,11,0,4,0.499,0.871,0.44,0.00000415,0.114,-6.25,0.0761,0.799,137.996,1
128360,4,0,4,0.0147,0.892,0.632,0.00000338,0.102,-7.545,0.219,0.521,119.983,0
141642,10,1,4,0.828,0.777,0.36,0.943,0.0875,-13.529,0.119,0.67,122.076,0
328093,1,0,4,0.108,0.539,0.583,0,0.111,-4.935,0.0275,0.337,86.063,1
249867,8,1,4,0.363,0.375,0.536,0.000147,0.453,-6.648,0.0275,0.807,78.239,1
297067,4,1,4,0.0103,0.201,0.981,0.0175,0.392,-9.45,0.134,0.19,144.596,0
344627,6,0,4,0.000146,0.185,0.933,0.779,0.176,-5.183,0.0576,0.185,84.007,0
173419,2,1,4,0.013,0.856,0.727,0,0.117,-5.616,0.277,0.286,146.044,0
170553,5,0,4,0.153,0.528,0.73,0,0.132,-7.544,0.0398,0.683,169.91,0
241520,2,1,4,0.0000118,0.309,0.928,0.0708,0.328,-2.774,0.0684,0.378,183.113,0
223840,0,1,4,0.201,0.801,0.805,0,0.17,-3.092,0.0322,0.547,112.003,0
239240,4,1,4,0.304,0.405,0.546,0.000121,0.167,-9.159,0.0276,0.483,118.185,1
238880,3,1,4,0.000148,0.518,0.916,0,0.291,-3.858,0.0454,0.646,109.864,1
141000,4,1,4,0.307,0.851,0.829,0,0.146,-5.236,0.284,0.567,111.985,0
274107,0,1,4,0.00667,0.371,0.914,0,0.265,-3.413,0.0826,0.646,144.887,1
230173,7,1,4,0.376,0.613,0.921,0,0.402,-7.056,0.089,0.815,155.998,0
90600,7,0,3,0.928,0.34,0.297,0.00000879,0.636,-15.892,0.0615,0.166,107.945,0
